,pcode,area_name_en,area_name_mm,area_type_mm,area_type_en,location,point,latitude,longitude
371,MMR014013,Nansang,နမ့်စန်,မြို့နယ်,Township,"နမ့်စန်, လွိုင်လင်ခရိုင်, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, 06161, Myanmar","(20.83260345, 97.85092585039908, 0.0)",20.83260345,97.85092585039908
372,MMR014014,Kunhing,ကွန်ဟိန်း,မြို့နယ်,Township,"ကွန်ဟိန်း, လွိုင်လင်ခရိုင်, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, 85008, Myanmar","(21.259518, 98.46762123976967, 0.0)",21.259518,98.46762123976968
373,MMR014015,Kyethi,ကျေးသီး,မြို့နယ်,Township,"ကျေးသီး, လွိုင်လင်ခရိုင်, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, 4980, Myanmar","(21.6770639, 98.05656876304579, 0.0)",21.6770639,98.05656876304579
374,MMR014016,Mongkaing,မိုင်းကိုင်,မြို့နယ်,Township,"မိုင်းကိုင်, လွိုင်လင်ခရိုင်, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(21.746495850000002, 97.50346058062559, 0.0)",21.74649585,97.50346058062559
375,MMR014017,Monghsu,မိုင်းရှူး,မြို့နယ်,Township,"မိုင်းရှူး, လွိုင်လင်ခရိုင်, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(21.793477250000002, 98.36543972655923, 0.0)",21.79347725,98.36543972655925
376,MMR014018,Langkho,လင်းခေး,မြို့နယ်,Township,"လၢင်းၶိူဝ်း, လင်းခေးခရိုင်, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(20.3438933, 98.0057791, 0.0)",20.3438933,98.0057791
377,MMR014019,Mongnai,မိုးနဲ,မြို့နယ်,Township,"မိုးနဲ, လင်းခေးခရိုင်, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(20.6924379, 98.19400001175845, 0.0)",20.692437899999998,98.19400001175845
378,MMR014020,Mawkmai,မောက်မယ်,မြို့နယ်,Township,"မောက်မယ်, လင်းခေးခရိုင်, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(20.09605965, 97.57281943839239, 0.0)",20.09605965,97.57281943839241
379,MMR014021,Mongpan,မိုင်းပန်,မြို့နယ်,Township,"မိူင်းပၼ်ႇ, လင်းခေးခရိုင်, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(20.3186811, 98.361903, 0.0)",20.318681100000003,98.361903
380,MMR015001,Lashio,လားရှိုး,မြို့နယ်,Township,"လႃႈသဵဝ်ႈ, လားရှိုးခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, 06301, Myanmar","(22.933333, 97.75, 0.0)",22.933332999999998,97.75
381,MMR015002,Hseni,သိန္နီ,မြို့နယ်,Township,"သိန္နီ, လားရှိုးခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(23.2589046, 98.13604604991531, 0.0)",23.2589046,98.13604604991531
382,MMR015003,Mongyai,မိုင်းရယ်,မြို့နယ်,Township,"မိုင်းရယ်, လားရှိုးခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(22.4465142, 97.99785532837917, 0.0)",22.4465142,97.99785532837916
383,MMR015004,Tangyan,တန့်ယန်း,မြို့နယ်,Township,"တန့်ယန်း, လားရှိုးခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(22.41219605, 98.42439569329905, 0.0)",22.41219605,98.42439569329905
386,MMR015007,Pangwaun,ပန်ဝိုင်,မြို့နယ်,Township,"ပန်ဝိုင်, ဝကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း, ဟိုပန်ခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Wa State Northern Region, Myanmar","(23.06803225, 99.28035386869303, 0.0)",23.06803225,99.28035386869304
387,MMR015008,Mongmao,မိုင်းမော,မြို့နယ်,Township,"မိုင်းမော, ဝကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း, ဟိုပန်ခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Wa State Northern Region, Myanmar","(22.9500346, 98.82583852013164, 0.0)",22.950034600000002,98.82583852013164
388,MMR015009,Muse,မူဆယ်,မြို့နယ်,Township,"မူဆယ်, မူဆယ်ခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(23.900994400000002, 98.10844187851924, 0.0)",23.9009944,98.10844187851923
389,MMR015010,Namhkan,နမ့်ခမ်း,မြို့နယ်,Township,"နမ့်ခမ်း, မူဆယ်ခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(23.715186250000002, 97.5661385568209, 0.0)",23.71518625,97.5661385568209
390,MMR015011,Kutkai,ကွတ်ခိုင်,မြို့နယ်,Township,"ကွတ်ခိုင်, မူဆယ်ခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(23.64213505, 98.14793004051415, 0.0)",23.64213505,98.14793004051417
391,MMR015012,Kyaukme,ကျောက်မဲ,မြို့နယ်,Township,"ကျောက်မဲ, ကျောက်မဲခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(22.59965065, 96.80459511035602, 0.0)",22.59965065,96.804595110356
392,MMR015013,Nawnghkio,နောင်ချို,မြို့နယ်,Township,"နောင်ချို, ကျောက်မဲခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(22.3689555, 96.60958390455181, 0.0)",22.3689555,96.6095839045518
393,MMR015014,Hsipaw,သီပေါ,မြို့နယ်,Township,"သီပေါ, ကျောက်မဲခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(22.40190975, 97.55452358098077, 0.0)",22.40190975,97.55452358098076
394,MMR015015,Namtu,နမ္မတူ,မြို့နယ်,Township,"နမ္မတူ, ကျောက်မဲခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(23.006810299999998, 97.47445131937138, 0.0)",23.0068103,97.47445131937138
395,MMR015016,Namhsan,နမ့်ဆန်,မြို့နယ်,Township,"နမ့်ဆန်, ပလောင်ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ, ကျောက်မဲခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(22.94588725, 97.20705503604887, 0.0)",22.94588725,97.20705503604887
396,MMR015017,Mongmit,မိုးမိတ်,မြို့နယ်,Township,"မိုးမိတ်, မိုးမိတ်ခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(23.162595, 96.540304175, 0.0)",23.162595,96.540304175
397,MMR015018,Mabein,မဘိမ်း,မြို့နယ်,Township,"မဘိမ်း, မိုးမိတ်ခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(23.70130125, 96.72718603132449, 0.0)",23.70130125,96.72718603132448
398,MMR015019,Manton,မန်တုံ,မြို့နယ်,Township,"မန်တုံ, ပလောင်ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ, ကျောက်မဲခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(23.394021549999998, 97.34434555713452, 0.0)",23.39402155,97.34434555713452
399,MMR015020,Kunlong,ကွမ်းလုံ,မြို့နယ်,Township,"ၵုၼ်လူင်, ကွမ်းလုံခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(23.41799, 98.655021, 0.0)",23.41799,98.65502099999999
400,MMR015021,Hopang,ဟိုပန်,မြို့နယ်,Township,"ဟိုပန်, ဝကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း, ဟိုပန်ခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Wa State Northern Region, 150402, Myanmar","(23.2210209, 98.78172603586486, 0.0)",23.221020899999996,98.78172603586486
